x y
-1.486850829951373291e+11 -1.474574987689785385e+10
-1.458298407273951416e+11 -3.254000425148785782e+10
-1.408543355513497314e+11 -4.986115124174725342e+10
-1.338310285980114594e+11 -6.645739757801351166e+10
-1.248621902076117706e+11 -8.208754176538262939e+10
-1.140783961339196472e+11 -9.652449376385633850e+10
-1.016366089727210846e+11 -1.095585846482909546e+11
-8.771787402339624023e+10 -1.210006174190807953e+11
-7.252466453803330994e+10 -1.306846142414760590e+11
-5.627791646224434662e+10 -1.384702201727652588e+11
-3.921379724771224976e+10 -1.442447288008240662e+11
-2.158025705560668564e+10 -1.479247010647630920e+11
-3.633413625410224915e+09 -1.494571547528119202e+11
1.436617577539690781e+10 -1.488203086653289490e+11
3.215730059386915207e+10 -1.460238720827017822e+11
4.948188621721167755e+10 -1.411088768817163086e+11
6.608873130528942108e+10 -1.341470562967088623e+11
8.173713947530952454e+10 -1.252397808264225464e+11
9.620039345647798157e+10 -1.145165680542582245e+11
1.092690224094197998e+11 -1.021331890971711884e+11
1.207538163326980743e+11 -8.826939995436903381e+10
1.304885452973262024e+11 -7.312633112791717529e+10
1.383323455961164856e+11 -5.692357347911472321e+10
1.441717397016972656e+11 -3.989600232153245544e+10
1.479222621270968628e+11 -2.229038519654257584e+10
1.495296688072125549e+11 -4.361821600174983978e+09
1.489707133993656921e+11 1.362993489180555725e+10
1.462534798677822266e+11 3.142422013743237686e+10
1.414172668018412781e+11 4.876321577425909424e+10
1.345320250532025146e+11 6.539566542668171692e+10
1.256973563945055389e+11 8.108049832032089233e+10
1.150410869342420349e+11 9.559030904145217896e+10
1.027174349004311981e+11 1.087146440397122192e+11
8.890479806137615967e+10 1.202630479861309662e+11
7.380319141628089905e+10 1.300678262459465790e+11
5.763137079308084106e+10 1.379864834801679382e+11
4.062368256715193176e+10 1.439038027178099976e+11
2.302668379544703674e+10 1.477335341006470642e+11
5.095580581050861359e+09 1.494196678442698975e+11
-1.290946461847936630e+10 1.489372717243638611e+11
-3.072710380609221268e+10 1.462928795174886169e+11
-4.809859796026770020e+10 1.415244232242203979e+11
-6.477158010767868805e+10 1.347007084936369476e+11
-8.050373189526708984e+10 1.259204393582362823e+11
-9.506631951142555237e+10 1.153108050772517853e+11
-1.082475365447371063e+11 1.030256484686362000e+11
-1.198556039309023590e+11 8.924324147728680420e+10
-1.297215805011151733e+11 7.416369977009497070e+10
